WhiteElo,BlackElo,Result,Termination,Opening,ECO,TimeControl
2007,1931,0-1,Normal,"Queen's Gambit Declined: Harrwitz Attack, Orthodox Defense",D37,120+0
1684,1417,1-0,Time forfeit,Sicilian Defense: Old Sicilian,B30,240+0
1523,1872,0-1,Normal,Bird Opening,A02,60+0
1517,1282,0-1,Normal,Three Knights Opening #2,C46,600+0
1383,1641,0-1,Time forfeit,Scandinavian Defense,B01,1800+8
1876,1520,1-0,Time forfeit,Old Indian Defense,A41,0+1
1520,1876,1/2-1/2,Normal,Van't Kruijs Opening,A00,0+1
1301,1535,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,300+9
1633,1456,1/2-1/2,Normal,"Pirc Defense: Classical Variation, Quiet System",B08,300+0
1965,1989,1-0,Time forfeit,"English Opening: Symmetrical Variation, Three Knights Variation",A34,120+0
1242,1537,0-1,Time forfeit,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,60+0
1865,1516,1-0,Time forfeit,Old Indian Defense,A41,0+1
1750,1851,0-1,Time forfeit,French Defense: Knight Variation,C00,300+0
1516,1865,0-1,Time forfeit,Mieses Opening,A00,0+1
1497,1931,0-1,Normal,Vienna Game,C27,480+0
1868,1513,1-0,Normal,Queen's Pawn,A40,0+1
1605,1651,0-1,Time forfeit,Sicilian Defense: Delayed Alapin,B50,840+0
1641,1500,0-1,Time forfeit,"King's Gambit Accepted, Schallopp Defense",C34,300+8
1513,1868,0-1,Time forfeit,Zukertort Opening: Sicilian Invitation,A04,0+1
1872,1509,1-0,Normal,Horwitz Defense,A40,0+1
1509,1872,0-1,Normal,Zukertort Opening: Sicilian Invitation,A04,0+1
1872,1509,1-0,Time forfeit,Queen's Pawn,A40,0+1
1509,1872,0-1,Time forfeit,Van't Kruijs Opening,A00,0+1
1875,1506,0-1,Time forfeit,English Defense #2,A40,0+1
1506,1875,0-1,Time forfeit,Gedult's Opening,A00,0+1
1574,1461,1-0,Normal,"Pirc Defense: Classical Variation, Quiet System",B08,300+0
1875,1506,1-0,Time forfeit,Old Indian Defense,A41,0+1
1645,1679,0-1,Normal,Queen's Gambit Accepted,D20,180+15
1860,1742,0-1,Time forfeit,Englund Gambit,A40,300+0
1223,1521,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,60+0
1503,1878,0-1,Normal,Van't Kruijs Opening,A00,0+1
1495,1814,1-0,Time forfeit,French Defense: Queen's Knight,C00,480+0
1498,1522,1-0,Normal,King's Pawn Game: Tayler Opening,C44,1560+30
1161,1358,0-1,Normal,English Opening: The Whale,C20,540+0
1882,1500,1-0,Normal,Horwitz Defense,A40,0+1
1363,1154,0-1,Normal,French Defense: Steinitz Attack,C00,540+0
1497,1885,0-1,Time forfeit,Old Benoni Defense,A43,0+1
1302,1503,1-0,Normal,French Defense: Steinitz Attack,C00,600+0
1316,1470,0-1,Normal,French Defense #2,C00,60+0
1888,1494,1-0,Normal,Englund Gambit,A40,0+1
1494,1888,0-1,Normal,Sicilian Defense,B20,0+1
1878,1771,1-0,Normal,Modern Defense,B06,120+2
1888,1494,1-0,Time forfeit,Queen's Gambit Refused: Albin Countergambit,D08,0+1
1510,1511,1-0,Normal,Queen's Pawn,A41,1560+30
1635,1594,1-0,Normal,King's Indian Defense,E61,480+0
1315,1477,0-1,Time forfeit,Nimzo-Larsen Attack,A01,60+0
1313,1326,1-0,Time forfeit,Sicilian Defense: Alapin Variation,B22,300+12
1491,1891,0-1,Time forfeit,Benoni Defense: Benoni Gambit Accepted,A43,0+1
1287,1591,1-0,Normal,Italian Game: Giuoco Pianissimo,C50,60+0
1176,1346,0-1,Normal,King's Pawn Game: Leonardis Variation,C20,540+0
1891,1491,1-0,Normal,Old Indian Defense,A41,0+1
1488,1893,0-1,Time forfeit,Sicilian Defense,B20,0+1
1571,1365,0-1,Normal,King's Pawn Game: Busch-Gass Gambit,C40,60+0
1459,1445,1-0,Normal,"Italian Game: Two Knights Defense, Knight Attack",C57,600+8
1796,1723,1-0,Normal,English Opening: King's English Variation,A20,180+1
1896,1485,1-0,Normal,Old Indian Defense,A41,0+1
1485,1896,0-1,Normal,Mieses Opening,A00,0+1
1582,1310,0-1,Normal,Alekhine Defense: Scandinavian Variation,B02,180+3
1896,1485,1-0,Time forfeit,Englund Gambit,A40,0+1
1482,1899,1-0,Time forfeit,Queen's Pawn Game: Franco-Sicilian Defense,C00,0+1
1352,1168,0-1,Time forfeit,King's Pawn Game: Wayward Queen Attack,C20,540+0
1756,1763,0-1,Normal,Modern Defense,B06,120+2
1430,1510,1-0,Time forfeit,Caro-Kann Defense: Hillbilly Attack,B00,60+0
1871,1510,1-0,Normal,Semi-Slav Defense: Accelerated Move Order,D31,60+0
1400,1341,1-0,Time forfeit,Philidor Defense #3,C41,120+1
1378,1320,0-1,Time forfeit,"Ruy Lopez Defense, Halloween Attack",C65,1800+8
1871,1510,1-0,Normal,Queen's Gambit Refused: Albin Countergambit,D08,0+1
1774,1746,0-1,Normal,Bishop's Opening,C23,120+2
1495,1477,1-0,Normal,Queen's Gambit Refused: Chigorin Defense #3,D07,60+0
1381,1342,0-1,Time forfeit,"Alekhine Defense: Modern Variation, Schmid Variation",B04,180+3
1506,1875,0-1,Time forfeit,Queen's Pawn Game: Franco-Sicilian Defense,C00,0+1
1645,1662,1-0,Normal,Slav Defense #2,D10,840+0
1444,1507,0-1,Normal,Modern Defense,B06,60+0
1581,1594,0-1,Normal,"Sicilian Defense: Paulsen Variation, Normal Variation",B45,480+0
1851,1483,1-0,Normal,Modern Defense,B06,60+0
1843,1795,0-1,Normal,English Opening: Symmetrical Variation,A30,480+8
1499,1521,0-1,Normal,Sicilian Defense: Smith-Morra Gambit #2,B21,1560+30
1851,1481,1-0,Time forfeit,Horwitz Defense,A40,60+0
1516,1417,1-0,Normal,Queen's Gambit Accepted,D20,60+0
1408,1092,1-0,Time forfeit,English Opening: King's English Variation,A21,120+1
1413,1473,0-1,Normal,Queen's Pawn Game #3,D00,600+8
1502,1554,1-0,Normal,"Italian Game: Classical Variation, La Bourdonnais Variation",C53,120+0
1431,1391,0-1,Time forfeit,Alekhine Defense: Two Pawn Attack,B02,240+4
1554,1502,0-1,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,120+0
1854,1855,1-0,Normal,Queen's Pawn Game: Franco-Sicilian Defense,C00,60+0
1395,1525,0-1,Normal,Caro-Kann Defense: Hillbilly Attack,B00,60+0
1189,1554,0-1,Normal,King's Pawn Game: Leonardis Variation,C20,540+0
1434,1707,0-1,Normal,Queen's Pawn Game: Zukertort Variation,D02,300+8
1525,1395,0-1,Time forfeit,Queen's Gambit Accepted,D20,60+0
1878,1503,0-1,Time forfeit,Queen's Pawn,A40,0+1
1757,1886,0-1,Normal,Caro-Kann Defense,B10,300+0
1657,1649,1-0,Normal,Slav Defense #2,D10,840+0
1435,1478,0-1,Time forfeit,Borg Defense,B00,60+0
1614,1360,1/2-1/2,Normal,Alekhine Defense: Scandinavian Variation,B02,180+3
1867,1840,1-0,Normal,Sicilian Defense: French Variation,B40,60+0
1516,1539,0-1,Normal,"King's Gambit Accepted, King's Knight Gambit",C34,120+0
1358,1166,1-0,Normal,King's Pawn Game: Damiano Defense,C40,300+5
1719,1488,1-0,Normal,Zukertort Opening: Queen's Gambit Invitation,A04,900+10
1334,1273,0-1,Normal,Russian Game: Three Knights Game,C42,600+0
1808,1830,1-0,Normal,Queen's Gambit Declined,D30,480+8
1568,1760,0-1,Normal,French Defense: Classical Variation,C11,480+0
1433,1486,0-1,Time forfeit,Modern Defense,B06,60+0
1826,1879,1-0,Time forfeit,Queen's Gambit Declined: Queen's Knight Variation,D31,60+0
1443,1531,0-1,Normal,Queen's Pawn Game: Mason Attack,D00,1560+30
1363,1482,1-0,Normal,Alekhine Defense: Maroczy Variation,B02,300+5
1411,1551,0-1,Time forfeit,Italian Game: Giuoco Pianissimo,C50,60+0
1864,1843,0-1,Normal,Franco-Benoni Defense,A43,60+0
1505,1404,1-0,Time forfeit,"King's Gambit Accepted, Schallopp Defense",C34,120+0
1500,1540,0-1,Normal,Sicilian Defense: Closed Variation,B23,1560+30
1858,1851,1-0,Normal,Queen's Gambit Declined: Queen's Knight Variation,D31,60+0
1395,1558,1-0,Time forfeit,King's Pawn Game: King's Head Opening #2,C20,60+0
1694,1815,0-1,Normal,Queen's Pawn Game: Krause Variation,D02,180+2
1500,1637,0-1,Normal,Scandinavian Defense,B01,840+0
1893,1513,0-1,Time forfeit,Zukertort Opening: Tennison Gambit,A06,60+0
1467,1372,0-1,Normal,Alekhine Defense: Scandinavian Variation,B02,180+3
1378,1366,1-0,Normal,French Defense: Steinitz Attack,C00,300+5
1522,1664,0-1,Normal,Sicilian Defense: Bowdler Attack,B20,300+3
1394,1508,0-1,Time forfeit,Sicilian Defense: Alapin Variation,B22,180+3
1658,1386,1-0,Time forfeit,Queen's Pawn Game: Symmetrical Variation,D02,240+0
1658,1659,1-0,Time forfeit,Queen's Pawn,A40,300+0
1430,1070,1-0,Time forfeit,Zukertort Opening: Queen's Gambit Invitation,A04,300+8
1471,1561,0-1,Normal,Sicilian Defense,B20,900+0
1515,1671,1-0,Normal,Modern Defense,B06,300+3
1572,1541,0-1,Time forfeit,"English Opening: King's English Variation, Reversed Closed Sicilian",A25,120+0
1516,1382,1-0,Normal,King's Indian Defense,E61,180+3
1874,1871,1-0,Normal,Sicilian Defense: Smith-Morra Gambit Deferred,B40,60+0
1750,1822,0-1,Normal,Philidor Defense #4,C41,180+2
1820,1483,1-0,Normal,French Defense: Rubinstein Variation,C10,480+8
1699,1831,0-1,Normal,Horwitz Defense,A40,300+0
1389,1308,1-0,Normal,"Scotch Game: Scotch Gambit, Dubois Reti Defense",C44,300+5
1337,1500,1-0,Time forfeit,Four Knights Game: Spanish Variation,C48,120+0
1858,1885,1-0,Time forfeit,Mieses Opening: Reversed Rat,A00,60+0
1689,1804,0-1,Normal,Sicilian Defense: Katalimov Variation,B27,180+1
1838,1554,1-0,Normal,Scotch Game: Haxo Gambit,C45,120+0
1381,1643,0-1,Normal,Sicilian Defense,B20,840+0
1873,1872,0-1,Normal,Queen's Pawn Game: Franco-Sicilian Defense,C00,60+0
1872,1873,0-1,Normal,Nimzo-Indian Defense #2,E20,60+0
1433,1662,0-1,Normal,Four Knights Game: Italian Variation,C50,1320+8
1675,1655,1-0,Normal,Dutch Defense,A80,300+0
1862,1885,0-1,Time forfeit,Sicilian Defense: Marshall Counterattack,B40,60+0
1535,1818,0-1,Time forfeit,Sicilian Defense: Delayed Alapin Variation,B40,60+0
1480,1648,1-0,Normal,Scandinavian Defense,B01,840+0
1531,1897,0-1,Time forfeit,Sicilian Defense: Delayed Alapin Variation,B40,60+0
1359,1510,0-1,Time forfeit,Owen Defense,B00,240+0
1897,1531,1-0,Time forfeit,Old Benoni Defense,A43,60+0
1644,1838,0-1,Normal,"Queen's Pawn Opening: Veresov Attack, Irish Gambit",D00,180+2
1528,1900,0-1,Time forfeit,Sicilian Defense: Delayed Alapin Variation,B40,60+0
1516,1812,0-1,Normal,Sicilian Defense: Katalimov Variation,B27,180+1
1900,1528,0-1,Time forfeit,Slav Defense: Two Knights Attack,D15,60+0
1550,1903,0-1,Normal,Sicilian Defense: Delayed Alapin Variation,B40,60+0
1903,1550,1-0,Normal,Nimzo-Indian Defense: Three Knights Variation,E21,60+0
1668,1495,0-1,Normal,Semi-Slav Defense: Accelerated Move Order,D31,180+15
1843,1639,1-0,Normal,Sicilian Defense: Morphy Gambit,B21,180+2
1321,1513,1/2-1/2,Normal,Owen Defense,B00,240+0
1055,1413,1-0,Normal,Queen's Pawn Game: Levitsky Attack,D00,1800+30
1853,1906,1-0,Time forfeit,Sicilian Defense: Closed,B23,60+0
1332,1506,0-1,Normal,French Defense: Steinitz Attack,C00,300+8
1715,1815,0-1,Normal,Queen's Pawn Game,D00,180+1
1891,1865,1-0,Normal,Nimzo-Indian Defense #2,E20,60+0
1855,1903,0-1,Time forfeit,Sicilian Defense: Smith-Morra Gambit Deferred,B40,60+0
1485,1618,1-0,Normal,Scandinavian Defense,B01,840+0
1585,1630,1-0,Normal,Scandinavian Defense: Main Line,B01,840+0
1680,1349,0-1,Normal,Sicilian Defense: Old Sicilian,B30,240+0
1672,1735,1-0,Normal,"Alekhine Defense: Two Pawn Attack, Lasker Variation",B02,600+0
1734,1419,1-0,Normal,Philidor Defense #3,C41,840+14
1914,1846,1-0,Time forfeit,Nimzo-Indian Defense #2,E20,60+0
1784,1823,1-0,Time forfeit,Sicilian Defense: Katalimov Variation,B27,180+1
1846,1914,1-0,Time forfeit,Sicilian Defense: Marshall Counterattack,B40,60+0
1651,1511,1-0,Normal,Semi-Slav Defense: Accelerated Move Order,D31,180+15
1899,1858,0-1,Time forfeit,Nimzo-Indian Defense #2,E20,60+0
1726,1527,1-0,Normal,Philidor Defense #3,C41,600+10
1102,1025,1-0,Normal,"Queen's Pawn Game: Levitsky Attack, Welling Variation",D00,1800+30
1870,1885,1-0,Time forfeit,Sicilian Defense: Marshall Counterattack,B40,60+0
1796,1622,1-0,Normal,French Defense: La Bourdonnais Variation,C00,240+1
1885,1870,1-0,Time forfeit,Nimzo-Indian Defense #2,E20,60+0
1762,1601,0-1,Normal,Scandinavian Defense: Main Line,B01,840+0
1823,1961,1-0,Normal,Rat Defense: Antal Defense,B07,360+8
1881,1873,1-0,Time forfeit,Sicilian Defense: French Variation,B40,60+0
1254,1374,0-1,Normal,King's Pawn Game: Wayward Queen Attack,C20,900+8
1723,1747,0-1,Normal,"English Opening: King's English Variation, Reversed Sicilian",A21,600+0
1415,1738,0-1,Normal,Sicilian Defense: Bowdler Attack,B20,840+14
1861,1891,0-1,Normal,King's Indian Defense,E61,60+0
1194,1548,0-1,Normal,Van't Kruijs Opening,A00,420+0
1121,1497,1-0,Normal,Queen's Pawn,A41,1800+30
1802,1820,1-0,Normal,"King's Gambit Accepted, Modern Defense",C36,240+1
1672,1645,1-0,Time forfeit,Hungarian Opening,A00,0+1
1672,1634,1-0,Time forfeit,"Englund Gambit Declined, Reversed French",A40,0+1
1812,1835,0-1,Normal,Torre Attack #2,A46,360+8
1558,1412,1-0,Normal,Bishop's Opening: Philidor Counterattack,C23,840+14
1571,1633,1-0,Normal,"Italian Game: Classical Variation, Giuoco Pianissimo",C53,300+0
1191,1268,0-1,Normal,Van't Kruijs Opening,A00,420+0
1634,1679,0-1,Normal,Pirc Defense #4,B07,60+0
1814,1710,0-1,Normal,Sicilian Defense: Classical Variation,B56,300+0
1389,1428,0-1,Normal,"Queen's Pawn Opening: Veresov, Richter Attack",D00,300+8
1401,1438,0-1,Time forfeit,Queen's Pawn Game: Mason Attack,D00,240+4
1584,1523,1-0,Normal,"Sicilian Defense: Scheveningen Variation, Classical Variation",B84,300+0
1624,1850,0-1,Time forfeit,Sicilian Defense: Marshall Counterattack,B40,60+0
1680,1689,0-1,Normal,Saragossa Opening,A00,60+0
1564,1441,1-0,Normal,"Sicilian Defense: Accelerated Dragon, Modern Variation",B34,240+0
1724,1800,1-0,Normal,Latvian Gambit Accepted,C40,300+0
1514,1593,0-1,Normal,Four Knights Game: Italian Variation,C50,300+0
1361,1417,0-1,Normal,Scandinavian Defense: Modern Variation #2,B01,300+0
2041,1855,0-1,Normal,Tarrasch Defense: Two Knights Variation,D32,60+0
1602,1505,1/2-1/2,Normal,"Sicilian Defense: Scheveningen Variation, Classical Variation",B84,300+0
1855,2041,0-1,Time forfeit,Nimzo-Indian Defense: Three Knights Variation,E21,60+0
1041,1386,1-0,Time forfeit,Three Knights Opening: Steinitz Defense,C46,900+9
1552,1624,0-1,Normal,French Defense: Knight Variation,C00,300+2
1456,1438,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D01,300+8
1699,1980,0-1,Time forfeit,Slav Defense: Alekhine Variation,D15,60+0
1732,1709,1-0,Normal,Alekhine Defense: Scandinavian Variation,B02,900+0
1402,1322,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,300+12
1404,1459,1-0,Normal,Scandinavian Defense,B01,840+14
2048,1849,1-0,Normal,Old Benoni Defense #2,A43,60+0
1738,1384,1-0,Normal,Queen's Gambit Accepted: Saduleto Variation,D20,300+0
1992,1695,1-0,Time forfeit,Scandinavian Defense,B01,60+0
1513,1658,0-1,Normal,Queen's Pawn Game: Mason Attack,D00,300+8
1843,2055,0-1,Normal,Benoni Defense,A56,60+0
2061,1837,1-0,Normal,Zukertort Opening: Sicilian Invitation,A04,60+0
1837,2061,0-1,Normal,Benoni Defense,A56,60+0
1371,1801,0-1,Normal,Alekhine Defense: Normal Variation,B02,180+3
2003,1261,1-0,Normal,Scandinavian Defense: Blackburne-Kloosterboer Gambit,B01,60+0
2067,1832,1-0,Normal,Benoni Defense: King's Pawn Line,A65,60+0
1502,1587,1-0,Normal,Ruy Lopez: Steinitz Defense,C62,300+8
1832,2067,0-1,Time forfeit,Benoni Defense,A56,60+0
1675,1559,1-0,Time forfeit,Bird Opening: Dutch Variation,A03,480+0
1835,1845,0-1,Normal,French Defense: La Bourdonnais Variation,C00,600+5
1477,1081,1-0,Normal,Alekhine Defense,B02,900+9
1827,1901,0-1,Normal,Nimzo-Indian Defense #2,E20,60+0
1419,1713,0-1,Normal,Russian Game: Damiano Variation,C42,300+8
1599,1487,1-0,Normal,Owen Defense,B00,300+0
1416,1407,1/2-1/2,Time forfeit,Philidor Defense #2,C41,900+0
1599,1447,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,300+0
1906,1973,0-1,Time forfeit,Queen's Pawn Game: Chigorin Variation,D02,180+0
1277,1491,0-1,Normal,Queen's Pawn Game: Zukertort Variation,D02,180+3
1990,1740,0-1,Normal,Sicilian Defense: Wing Gambit,B20,300+0
1504,1418,1-0,Normal,Queen's Pawn Game #3,D00,840+14
1818,2073,0-1,Time forfeit,Old Benoni Defense,A43,60+0
1607,1740,0-1,Normal,"Italian Game: Classical Variation, Giuoco Pianissimo",C53,300+0
1717,1414,1-0,Normal,Bird Opening: Dutch Variation,A03,300+8
1264,1487,0-1,Time forfeit,French Defense: Normal Variation,C00,300+0
1813,2078,1-0,Normal,Old Benoni Defense,A43,60+0
1408,1167,1-0,Normal,King's Pawn Game: Beyer Gambit,C21,660+8
1557,1813,0-1,Time forfeit,Zukertort Opening: Sicilian Invitation,A04,60+0
1665,1856,0-1,Normal,Horwitz Defense,A40,600+5
1422,1589,0-1,Normal,Owen Defense,B00,120+0
2056,1692,1-0,Time forfeit,English Opening: King's English Variation,A21,60+0
1447,1427,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,600+15
1981,2114,0-1,Normal,"French Defense: Winawer Variation, Winckelmann-Riemer Gambit",C15,180+0
1833,1552,1-0,Time forfeit,Indian Game: Budapest Defense,A51,60+0
1410,1721,0-1,Time forfeit,Queen's Pawn Game #3,D00,300+8
1552,1833,0-1,Time forfeit,Zukertort Opening: Sicilian Invitation,A04,60+0
2059,1689,1-0,Normal,Hungarian Opening,A00,60+0
1479,1369,1-0,Normal,Nimzo-Larsen Attack: Classical Variation,A01,180+3
1466,1416,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,600+15
1479,1466,1-0,Normal,Scotch Game,C44,600+15
1539,1700,0-1,Time forfeit,"King's Indian Defense: Normal Variation, King's Knight Variation",E60,900+0
1679,1909,0-1,Normal,Sicilian Defense: Old Sicilian,B30,540+5
2125,1974,1-0,Normal,Zukertort Opening: Black Mustang Defense,A04,180+0
1945,1828,1-0,Time forfeit,Alekhine Defense: Two Pawn Attack,B02,240+0
1665,1589,0-1,Time forfeit,Queen's Gambit Declined: Traditional Variation,D30,60+2
1629,1843,1-0,Time forfeit,Nimzo-Larsen Attack: Classical Variation,A01,0+1
1843,1629,1-0,Time forfeit,Modern Defense,B06,0+1
1409,1755,0-1,Normal,Scandinavian Defense,B01,840+14
1644,1409,1-0,Time forfeit,Reti Opening: Reti Accepted,A09,240+0
1823,1608,0-1,Normal,"Italian Game: Giuoco Pianissimo, Normal",C50,60+2
1608,1624,1-0,Normal,Modern Defense,B06,60+2
1644,2135,0-1,Time forfeit,English Opening: Agincourt Defense #3,A13,300+0
1357,1441,0-1,Normal,French Defense: Advance Variation #3,C02,180+3
1590,1434,1-0,Normal,Philidor Defense #3,C41,480+4
1997,1271,1-0,Normal,Ruy Lopez: Nuernberg Variation,C60,240+0
1449,1345,0-1,Time forfeit,Queen's Gambit Refused: Marshall Defense,D06,180+3
1558,1506,0-1,Normal,"French Defense: Advance Variation, Nimzowitsch System",C02,600+10
1617,1550,0-1,Time forfeit,"Italian Game: Classical Variation, La Bourdonnais Variation",C53,60+2
1804,1626,1-0,Normal,Nimzo-Indian Defense: Normal Variation,E46,60+2
1331,1745,0-1,Normal,French Defense: Knight Variation,C00,540+0
1759,1406,1-0,Normal,Reti Opening: Reti Accepted,A09,840+14
1565,1598,0-1,Normal,"Italian Game: Giuoco Pianissimo, Normal",C50,60+2
1365,1435,1-0,Time forfeit,Scandinavian Defense,B01,180+3
1598,1565,0-1,Normal,"Italian Game: Classical Variation, La Bourdonnais Variation",C53,60+2
1407,1862,0-1,Normal,Van Geet Opening,A00,300+8
1577,1581,0-1,Normal,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",C50,60+2
1329,1727,0-1,Normal,Alekhine Defense: Maroczy Variation,B02,540+0
1596,1566,0-1,Normal,Ruy Lopez: Steinitz Defense,C62,60+2
1566,1596,1-0,Time forfeit,"Italian Game: Classical Variation, Giuoco Pianissimo",C53,60+2
1383,1422,1-0,Normal,Scandinavian Defense,B01,180+3
1968,1903,1-0,Normal,"Ruy Lopez: Marshall Attack, Steiner Variation",C89,180+3
1403,1683,1-0,Normal,Bishop's Opening,C23,840+14
1580,1578,1-0,Normal,"Italian Game: Classical Variation, La Bourdonnais Variation",C53,60+2
1683,1403,1-0,Normal,Bird Opening: Dutch Variation,A03,840+14
1679,2005,0-1,Time forfeit,"King's Gambit Accepted, Stamma Gambit",C33,60+1
1519,1545,1-0,Normal,Old Benoni Defense,A43,300+8
1400,1493,1-0,Normal,Danish Gambit,C21,180+1
1669,1434,1-0,Time forfeit,Mieses Opening,A00,0+1
1837,1676,1-0,Time forfeit,"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",D07,60+0
1567,1594,0-1,Normal,"Italian Game: Giuoco Pianissimo, Normal",C50,60+2
1669,1434,1-0,Normal,Van't Kruijs Opening,A00,0+3
1367,1352,0-1,Normal,Van't Kruijs Opening,A00,600+10
1326,1660,0-1,Normal,Scotch Game,C45,540+0
1526,1629,0-1,Time forfeit,French Defense: Exchange Variation,C01,120+0
1608,1556,1-0,Normal,"Italian Game: Classical Variation, La Bourdonnais Variation",C53,60+2
1670,1844,1-0,Time forfeit,Sicilian Defense: McDonnell Attack,B21,60+0
1844,1670,1-0,Time forfeit,Slav Defense #3,D10,60+0
1068,1587,1-0,Normal,Center Game: Normal Variation,C22,300+4
1533,1633,0-1,Normal,Sicilian Defense: Smith-Morra Gambit,B21,300+8
1674,1460,1-0,Time forfeit,Hungarian Opening,A00,0+1
1546,1620,0-1,Normal,"Italian Game: Giuoco Pianissimo, Normal",C50,60+2
1681,1620,0-1,Normal,Sicilian Defense: Old Sicilian,B30,300+8
1487,1999,1/2-1/2,Normal,Bishop's Opening: Boi Variation,C20,300+3
1531,1525,1-0,Time forfeit,Englund Gambit Complex: Soller Gambit,A40,300+8
1850,1664,0-1,Normal,"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",D07,60+0
1500,1863,0-1,Normal,Zukertort Opening: Queen's Gambit Invitation,A04,600+5
1631,1537,1-0,Normal,"Italian Game: Classical Variation, La Bourdonnais Variation",C53,60+2
1680,1832,0-1,Time forfeit,Sicilian Defense: McDonnell Attack,B21,60+0
1664,1424,1-0,Normal,Bird Opening: Dutch Variation,A03,840+14
1604,1405,0-1,Normal,Italian Game: Anti-Fried Liver Defense,C55,480+4
1241,1291,1-0,Normal,Scandinavian Defense: Gubinsky-Melts Defense,B01,300+0
1679,1475,1-0,Time forfeit,Van't Kruijs Opening,A00,0+1
1529,1641,0-1,Normal,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",B00,60+2
1537,1633,1-0,Normal,Hungarian Opening,A00,60+10
1840,1674,0-1,Time forfeit,"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",D07,60+0
1406,1566,0-1,Normal,Mieses Opening,A00,240+4
1460,1372,1-0,Normal,Queen's Pawn Game #2,D00,300+10
1690,1822,1-0,Normal,Sicilian Defense,B20,60+0
1822,1690,1-0,Time forfeit,Queen's Gambit Accepted,D20,60+0
1729,1543,1-0,Normal,French Defense: Advance Variation,C02,300+8
